Hospital_Name,Department,Doctor,Dr_image,About_dr
University Hospital Rechts der Isar Munich,"Gynaecology, obstetrics, mammology",Prof. Dr. med. Marion Kiechle,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F1%2Fcl0qzea4o000n0ks6g4312fy5.jpg&w=100&q=100,"Prof. Dr. med. Marion Kiechle is an esteemed gynecologist and obstetrician with 37 years of experience. She currently works at the Department of Gynecology, Obstetrics, Mammology, and Breast Center at the University Hospital Rechts der Isar in Munich, Germany. Having obtained her doctorate in medical sciences in 1986, she has a wealth of knowledge and expertise in her field. Prof. Dr. Kiechle's impressive career includes various leadership positions and extensive research work. She has published a remarkable 836 scientific publications, focusing on topics such as breast and ovarian cancer, clinical trials, and patient participation in cancer care. Her research is instrumental in advancing the understanding and treatment of gynecologic neoplasia. What sets Prof. Dr. Kiechle apart is her dedication to ethical considerations in medicine. She has chaired the Bioethics Committee of the Bavarian Government and served on the Central Ethics Committee for Stem Cell Research. Her commitment to ethical standards ensures that her patients receive the highest quality care with compassion and respect. Prof. Dr. Kiechle's exceptional career and numerous contributions to the field of gynecology and obstetrics make her a highly respected and sought-after doctor. Her vast experience, leadership roles, and dedication to ethical practices make her a trusted expert in her field, providing exceptional care to her patients in Munich and beyond."
University Hospital Rechts der Isar Munich,"General, thoracic, endocrine surgery",Prof. Dr. med. Helmut Friess,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F1%2Fcl0qzea4o000n0ks6g4312fy5.jpg&w=100&q=100,"Prof. Dr. med. Helmut Friess is an experienced doctor with 35 years of experience specializing in general, abdominal, thoracic, oncosurgery, endocrine surgery, and transplantology. He currently works at the Department of General, Abdominal, Thoracic, Oncosurgery, and Endocrine Surgery at University Hospital Rechts der Isar in Munich, Germany. He has made significant contributions to the field throughout his career, with over a thousand scientific publications to his name. His research focuses on various aspects of pancreatic surgery, including growth factors and growth factor receptors in pancreatic carcinoma, as well as the use of cannabinoids in reducing inflammation and fibrosis in pancreatic stellate cells. Prof. Dr. Friess has received numerous honors and awards for his work, including the Fritz Linder Forum Award and the Ethicon Award. He is a member of several prestigious medical societies and associations, including the European Surgical Association and the International Hepato-Pancreato Biliary Association. His expertise and dedication to his field make him a highly respected and sought-after doctor. With his extensive knowledge and experience, patients can trust that they are in good hands under his care."
University Hospital Rechts der Isar Munich,"Dermatology, allergology",Prof. Dr. med. Tilo Biedermann,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F1%2Fcl0qzea4o000n0ks6g4312fy5.jpg&w=100&q=100,"Prof. Dr. med. Tilo Biedermann is a highly accomplished dermatologist and allergologist with over 22 years of experience. He studied medicine at the prestigious Ludwig Maximilians University in Munich and completed his internship at the Department of Dermatology and Allergology there. Dr. Biedermann is specialized in dermatology, allergology, and oncodermatology, making him well-equipped to address a wide range of skin-related issues. Throughout his career, Dr. Biedermann has made significant contributions to the field of dermatology through his extensive research and numerous publications. He has authored a remarkable 816 scientific publications, covering topics ranging from the psychological burden of food allergies to the use of complementary and alternative medicine in oncology. This demonstrates his expertise and dedication to advancing the understanding and treatment of various dermatological conditions. Dr. Biedermann's vast experience and exceptional qualifications have led him to hold prestigious positions such as Senior Physician at the University Dermatology Clinic in Tubingen and C3 professorship for dermatology and venereology at Eberhard Karls University. He has also been recognized with several awards for his groundbreaking research, including the Immunomodulation Research Award and the Alfred Marchionini Research Award. With his wealth of knowledge and expertise in dermatology and allergology, Dr. Tilo Biedermann is undoubtedly a top-notch doctor. Patients can trust that they are in capable hands under his care at the Department of Dermatology and Allergology at the University Hospital Rechts der Isar in Munich, Germany."
University Hospital Rechts der Isar Munich,"Toxicology, poison medicine",Prof. Dr. med. Florian Eyer,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F1%2Fcl0qzea4o000n0ks6g4312fy5.jpg&w=100&q=100,"Prof. Dr. med. Florian Eyer is a highly experienced doctor specializing in internal medicine, clinical toxicology, and poison medicine. With a career spanning 24 years, he has acquired extensive knowledge and expertise in these fields. Dr. Eyer completed his medical studies and specialist training at the prestigious Ludwig Maximilian University of Munich, where he also obtained his doctorate. He further enhanced his qualifications with German medical board certifications in internal medicine, addiction medicine, and an additional qualification in clinical toxicology. Currently, Dr. Eyer serves as the Professor and Head of the Department of clinical toxicology and poison medicine at University Hospital Rechts der Isar Munich. His position in this renowned institution allows him to contribute to both patient care and research. Dr. Eyer's dedication to advancing medical knowledge is evident through his impressive list of 207 scientific publications. These publications cover a wide range of topics, including the treatment of lithium poisoning, diagnostic techniques in ultrasound examination, and the management of acute renal failure caused by toxic ingestions. Dr. Eyer's extensive experience, specialized expertise, and commitment to research make him a trusted and respected figure in his field. His contributions to the medical community and his relentless pursuit of innovative treatment approaches make him an exceptional doctor."
University Hospital Rechts der Isar Munich,"Radiation oncology, radiotherapy",Prof. Dr. med. Stephanie E. Combs,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F1%2Fcl0qzea4o000n0ks6g4312fy5.jpg&w=100&q=100,"Prof. Dr. med. Stephanie E. Combs is a highly experienced doctor specializing in radiotherapy and radiation oncology with over 20 years of experience. She studied medicine in Heidelberg, as well as in Norfolk and San Antonio, USA, and has a rich academic background. Throughout her career, Dr. Combs has achieved numerous notable milestones. She became the vice chair of the radiation oncology department in Heidelberg in 2011 and was later appointed as a professor and chair of the TUM department of radiation oncology in 2014. In 2019, she headed the TUM senate, showcasing her leadership skills. In 2022, she became the dean of the TUM Faculty of Medicine. Her area of expertise includes highly conformal radiation therapy such as stereotactic treatment, IMRT, IGRT, ART, protons, and carbon ions. Her scientific research encompasses various areas such as treatment optimization for brain and skull base tumors, biomarkers in radiation oncology, pediatric oncology, gastrointestinal oncology, uro-oncology, gynecological oncology, radiochemotherapy, and radioimmunotherapy. Dr. Combs has received several prestigious awards and recognition for her contributions to the field of radiation oncology. Some of these include the Sigrid and Karl-Georg Hengstenberger Award of the University of Heidelberg in 2006, the Herrmann Holthusen Award of the German Society of Radiation Oncology (DEGRO) in 2010, and the Robert Janker Award for Palliative Medicine in 2012. These accolades highlight her excellence and expertise in the field. With her extensive knowledge and accomplishments, Dr. Combs is considered a highly skilled and respected professional in the field of radiation oncology. Her research and treatments focus on providing the best possible care for her patients. While specific details of her scientific publications were not provided, they further contribute to her expertise and advancements in the field. Dr. Combs' dedication to her profession and commitment to excellence make her an outstanding doctor in her field."
University Hospital Frankfurt am Main,Interventional radiology,,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Thomas J. Vogl is an experienced and highly respected doctor specializing in diagnostic and interventional radiology. With an impressive career spanning over 43 years, he has established himself as a leading expert in his field. Currently working at the Department of Diagnostic and Interventional Radiology at the University Hospital Frankfurt am Main of Goethe-University in Germany, Prof. Vogl has made significant contributions to the medical community. Some of the most notable aspects of Prof. Vogl's career include his extensive research and educational background. He has received numerous accolades and prizes for his work, including the prestigious Hermann-Holthusen Ring awarded by the German Radiological Society. Prof. Vogl's expertise and dedication have led to advancements in magnetic resonance imaging (MRI) and computed tomography (CT), earning him recognition from both national and international organizations. With his wealth of experience and expertise, Prof. Vogl is renowned for his exceptional diagnostic skills and innovative interventional radiology techniques. His commitment to patient care and continuous education is reflected in his role as a teacher for MRI and CT of the heart. Prof. Vogl's contribution to the medical community extends beyond his practice, as he also serves as the authorized head of the German Radiological Society. In summary, Prof. Dr. med. Thomas J. Vogl is a highly accomplished and respected doctor in the field of diagnostic and interventional radiology. The doctor successfully practices minimally-invasive cancer treatment options, such as ablations and embolizations. Patients all over the world visit the doctor as he is a pioneer in transarterial chemoembolization (TACE) for liver and pancreatic cancer. With a long and impressive career, he has made significant contributions to the medical community through his research, innovative techniques, and commitment to patient care."
University Hospital Frankfurt am Main,Rheumatology,Prof. Dr. med. Harald Burkhardt,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Harald Burkhardt is a highly regarded rheumatologist based in Frankfurt am Main, Germany. With board certification in rheumatology and specialization in internal medicine, he brings a wealth of expertise to his patients. Dr. Burkhardt has an impressive CV, having worked at prestigious institutions such as the Fraunhofer Institute for Molecular Biology and Applied Ecology and the University Hospital Frankfurt am Main of Goethe-University. Dr. Burkhardt's career highlights include being the head of the Department of adult and pediatric rheumatology at the University Hospital Frankfurt am Main. He has been recognized for his contributions to the field, being included in the Focus Top list of rheumatologists. With years of experience and 482 scientific publications, Dr. Burkhardt is at the forefront of research and development in rheumatology. His extensive list of scientific publications showcases his focus on areas such as inflammatory cardiovascular involvement in systemic lupus erythematosus, autoimmune arthritis, and rheumatic diseases. Dr. Burkhardt's dedication to research and his expertise in the field makes him a highly respected and trusted doctor. Working at the Department of Rheumatology at University Hospital Frankfurt am Main, Dr. Burkhardt continues to provide exceptional care and innovative treatments to his patients. He is known for his commitment to advancing the understanding and treatment of rheumatic diseases, making him a valuable asset in medicine."
University Hospital Frankfurt am Main,Tumour diseases center,Prof. Dr. med. Christian Brandts,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Christian Brandts is a highly experienced doctor specializing in hematology, oncology, cancer research, and palliative care. With 27 years of experience, he brings a wealth of knowledge and expertise to his practice at the University Center for Tumour Diseases at the University Hospital Frankfurt am Main of Goethe-University in Germany. Dr. Brandts has an impressive educational background, including studying Human Medicine at the Free University of Berlin and New York University. He underwent residency training at the University Hospital Charite Berlin and the University Hospital Munster. He also completed a postdoctoral fellowship in cancer research at the University of California. In addition to his clinical practice, Dr. Brandts is actively involved in advancing cancer research and improving patient care. He is a co-speaker for the German Network of Comprehensive Cancer Centers and a board member of the German Working Group of Cancer Centers. He is also involved in promoting the academic careers of young cancer researchers. With 167 scientific publications to his name, Dr. Brandts is actively contributing to the field of hematology and oncology. His research focuses on topics such as acute promyelocytic leukemia, inflammatory bowel disease, and malignancies, and the role of autophagy in cancer treatment. Overall, Dr. Brandts' extensive experience, dedication to research, and commitment to improving patient care make him a highly respected and accomplished doctor in the field of hematology, oncology, and palliative care."
University Hospital Frankfurt am Main,"Vascular, endovascular surgery",Dr. med. Wojciech Derwich,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Dr. med. Wojciech Derwich is a highly skilled and experienced doctor specializing in general surgery, as well as vascular and endovascular surgery. With a career spanning 16 years, Dr. Derwich has made significant contributions to the field. He received his medical education at Poznan University of Medical Sciences and the University of Ulm, where he obtained his license for medical practice and qualifications in general surgery. He also holds additional qualifications in vascular surgery. Dr. Derwich currently serves as the Acting Head of the Department of vascular and endovascular surgery at the prestigious University Hospital Frankfurt am Main of Goethe-University in Germany. As a member of the Research Collaborative in Peripheral Arterial Disease, the German Society for Vascular Surgery And Vascular Medicine, and the European Society for Vascular Surgery, Dr. Derwich is actively engaged in research and advancing the field. Moreover, Dr. Derwich's 36 scientific publications reflect his dedication to improving the understanding and treatment of vascular conditions. His research focuses on imaging techniques, baseline characteristics, and the mechanical behavior of abdominal aortic aneurysms. This expertise allows him to provide unique and effective treatments to his patients. With his extensive knowledge, experience, and commitment to advancing the field, Dr. med. Wojciech Derwich is considered a highly skilled and respected doctor in the field of vascular and endovascular surgery. Patients can trust in his expertise and dedication to providing the best possible care."
University Hospital Frankfurt am Main,Urology,"Prof. Dr. med. Felix K. H. Chun, MA, FEBU",https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Felix K. H. Chun, MA, FEBU is a highly experienced and respected urology specialist with 22 years of experience. He is currently the Professor and Chairman at the Department of Urology at the University Hospital Frankfurt am Main of Goethe-University in Germany. Prof. Chun has an impressive CV, having completed his residency in urology at the prestigious University Hospital Hamburg-Eppendorf and Martini Clinic. He also holds a research fellowship from Montreal. He is a member of all relevant national and international urological societies. Prof. Chun has published 857 scientific publications, highlighting his dedication to advancing the field of urology. His research focuses on various areas, including radiation therapy, immunotherapy, and the treatment of genitourinary malignancies. His expertise and contributions to the field make him well-regarded and trusted by his peers and patients. As a urology specialist, Prof. Chun is known for his exceptional skills in urological surgery. He is dedicated to providing high-quality care and using the latest advancements in medical technology to deliver optimal outcomes for his patients. His vast experience, extensive publications, and dedication to his profession make him an excellent choice for anyone seeking urological treatment and care. In summary, Prof. Dr. med. Felix K. H. Chun is a renowned urology specialist with an impressive background, extensive experience, and a commitment to advancing the field of urology. His expertise in urological surgery and his dedication to patient care make him highly respected and sought after in his profession."
University Hospital Frankfurt am Main,Radiation oncology,Prof. Dr. med. Claus Rodel,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Claus Rodel is a highly experienced specialist in therapeutic radiology and oncology with 29 years of experience. He is currently working at the University Hospital Frankfurt am Main of Goethe-University in Germany in the Department of radiation therapy and oncology. Prof. Rodel's impressive career includes studying human medicine at the University of Erlangen-Nuremberg and gaining practical experience in Jerusalem, Israel, and Glasgow, Scotland. He has published over 420 scientific publications, covering a wide range of topics related to cancer treatment and radiotherapy. One of the highlights of Prof. Rodel's career is his recognition as a specialist in radiotherapy by the Bavarian State Medical Association. He is also a board member of the radiation oncology working group of the German Cancer Society and a founding member of the interdisciplinary working group on bladder cancer. Prof. Rodel's expertise and contributions to the field of radiation therapy and oncology make him highly regarded in the medical community. His research focuses on predicting tumor response and improving treatment outcomes for patients with bladder and rectal carcinoma. With his extensive experience and dedication to advancing cancer treatment, Prof. Rodel is a trusted and skilled doctor in his field. The key highlights of Prof. Dr. med. Claus Rodel's career include his specialization in therapeutic radiology and oncology, his position as a professor and director at the University Hospital Frankfurt am Main, and his extensive involvement in various medical societies and research projects. This doctor's vast experience, numerous scientific publications, and active engagement in the medical community showcase his dedication to improving cancer treatment and patient outcomes."
University Hospital Frankfurt am Main,"Psychiatry, psychotherapy",Prof. Dr. med. Andreas Reif,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Andreas Reif is a highly experienced psychiatrist specializing in psychiatry, psychosomatic medicine, and psychotherapy. With 23 years of experience, he has made significant contributions to the field through his work and research. Dr. Reif graduated from the University of Wurzburg with a medical degree and completed his residency and habilitation in psychiatry at the same university. He is currently the Head of the Department of Psychiatry, Psychosomatic Medicine, and Psychotherapy at the University Hospital Frankfurt am Main of Goethe-University. Dr. Reif's career is marked by various notable achievements. He has published an impressive number of scientific papers, totaling 1038 publications. His research focuses on a range of psychiatric disorders, including bipolar disorder, attention-deficit hyperactivity disorder (ADHD), and epilepsy. Dr. Reif has received several awards for his work, such as the Essex Research Award and the Early Career Investigator Award from the World Congress of Psychiatric Genetics. Dr. Andreas Reif's extensive knowledge, expertise, and dedication to his field make him an exceptional psychiatrist. He is renowned for his contributions to the understanding and treatment of various mental health conditions. Patients can trust in his expertise and benefit from his vast experience in psychiatry, psychosomatic medicine, and psychotherapy."
University Hospital Frankfurt am Main,"Pneumology, allergology",Prof. Dr. med. Gernot Rohde,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Gernot Rohde is an experienced and highly qualified doctor specializing in pneumology, infectious diseases, sleep medicine, and allergology. With over 26 years of experience, he has an extensive background in the field of respiratory medicine. As Head of the Department of Adult and Pediatric Pneumology and Allergology at the University Hospital Frankfurt am Main of Goethe-University, he is dedicated to providing exceptional care to his patients. His impressive career highlights include being a Junior Professor for lung infections at Ruhr University Bochum and an Associate Professor for respiratory medicine at Maastricht University Medical Center. Additionally, he has been recognized for his clinical research and has received several awards for his contributions to the field of respiratory medicine. Prof. Dr. Rohde has also published over 680 scientific publications, focusing on a wide range of topics such as respiratory infections, chronic illnesses, and COVID-19. His research and expertise in these areas make him a valuable asset in providing personalized and evidence-based treatment to his patients. With his vast knowledge and dedication to his field, Prof. Dr. med. Gernot Rohde is undoubtedly a highly respected and skilled doctor who is committed to the well-being of his patients. His extensive experience and expertise make him a trusted professional in the field of respiratory medicine."
University Hospital Frankfurt am Main,"Pediatric surgery, urology",Prof. Dr. med. Udo Rolle,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Udo Rolle is a highly experienced and respected doctor specializing in pediatric surgery and urology, as well as general surgery. With over 31 years of experience, he has established himself as a leading expert in his field. Dr. Rolle currently works at the Department of Pediatric Surgery, and Urology at the University Hospital Frankfurt am Main of Goethe University in Germany. Throughout his career, Dr. Rolle has made significant contributions to the medical field, with 246 scientific publications to his name. His research focuses on a wide range of topics, including the timing of surgery following SARS-CoV-2 infection, the effects of pre-operative isolation on postoperative pulmonary complications, and the incidence of surgical procedures for gastrointestinal complications. These publications demonstrate his commitment to advancing medical knowledge and finding innovative solutions to improve patient outcomes. Dr. Rolle's extensive professional background includes studying human medicine at the University of Leipzig and completing fellowships and residencies at renowned institutions such as Our Lady's Hospital for Sick Children in Dublin. He is a member of several prestigious medical societies, including the German Society for Pediatric Surgery and the European Society of Pediatric Urology. With his vast knowledge, experience, and dedication to research, Prof. Dr. med. Udo Rolle is regarded as a highly skilled and trusted doctor in pediatric surgery and urology. He is committed to providing his patients with the highest standard of care and advancing the field through his groundbreaking research."
University Hospital Frankfurt am Main,Pediatric psychiatry,Prof. Dr. med. Christine M. Freitag,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Christine M. Freitag is a highly experienced doctor with a specialization in pediatric and adolescent psychiatry, psychosomatic medicine, and psychotherapy. With 24 years of experience, she has established herself as a leading expert in her field. Dr. Freitag currently works at the Department of Pediatric and Adolescent Psychiatry, Psychosomatic Medicine, and Psychotherapy in the University Hospital Frankfurt am Main of Goethe-University in Germany. One of the most impressive aspects of Dr. Freitag's career is her extensive research work. She has published a remarkable number of 508 scientific publications, highlighting her dedication to advancing knowledge in her field. Her research focuses on various aspects of mental health, including ADHD, depressive symptoms, genetic studies, and the impact of environmental factors on psychiatric disorders. Dr. Freitag's expertise and contributions to her field have been recognized with numerous accolades and positions of leadership. She serves as an Editorial Board Member for the Journal of Neural Transmission, Attention Deficit Hyperactivity Disorder and has chaired several influential committees and advisory boards. This demonstrates her commitment to improving the diagnosis and treatment of autism spectrum disorder. In conclusion, Prof. Dr. med. Christine M. Freitag is a highly accomplished doctor in the field of pediatric and adolescent psychiatry, psychosomatic medicine, and psychotherapy. Her extensive research, impressive publication record, and leadership positions make her a trusted and respected professional. Patients can trust that they are receiving top-quality care under her expertise at the University Hospital Frankfurt am Main."
University Hospital Frankfurt am Main,"Pediatric, adolescent medicine",Prof. Dr. med. Jan-Henning Klusmann,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Jan-Henning Klusmann is a highly accomplished doctor specializing in pediatric and adolescent medicine, with a focus on pediatric oncology and hematology. With 16 years of experience and a list of 163 scientific publications, Dr. Klusmann has a strong background in research and clinical practice. Throughout his career, he has worked in prestigious institutions such as Children's Hospitals Boston, Harvard Medical School, and University Hospital Frankfurt am Main. One of the most notable aspects of Dr. Klusmann's career is his expertise in the molecular basis of oncogenesis in children with Down syndrome. His research in this field has earned him several awards, including the Dissertation Prize for Tumor Research and the Jan C. Molenaar Prize for Young Scientists. In addition, he has made significant contributions to the development of treatment strategies for childhood leukemia, particularly transient leukemia in neonates with Down syndrome. Dr. Klusmann's commitment to advancing pediatric oncology and hematology is further evident through his leadership roles and memberships in various professional organizations, such as the German Research Foundation and the Society for Pediatric Hematology and Oncology. He continues to contribute to the field through his work as a director at the University Hospital Frankfurt am Main, where he leads the Department of Pediatric and Adolescent Medicine. In summary, Prof. Dr. med. Jan-Henning Klusmann is a highly respected and accomplished doctor specializing in pediatric oncology and hematology. His extensive experience, research contributions, and leadership roles position him as a leading expert in the field. Through his dedication and expertise, Dr. Klusmann makes a significant impact in the treatment and understanding of pediatric cancers."
University Hospital Frankfurt am Main,"Pediatric immunology, BMT",Prof. Dr. med. Peter Bader,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Introducing Prof. Dr. med. Peter Bader, a renowned doctor with over 30 years of experience in pediatric immunology, oncology, leukemia, and stem cell transplantation. He is currently working at the Department of pediatric and adolescent immunology, stem cell transplantation, and intensive care at the University Hospital Frankfurt am Main of Goethe-University in Germany. Dr. Bader's impressive career includes a doctorate and habilitation, as well as numerous awards and memberships in prestigious medical societies. With a staggering 866 scientific publications to his name, he is a pioneering researcher and expert in his field. Dr. Bader's contributions to medicine have been widely recognized, as demonstrated by the several awards he has received, including the Kind Philipp Prize and the Bone Marrow Transplant Nature Publishing Prize. His expertise in pediatric immunology and stem cell transplantation is evident through his scientific publications, which cover a wide range of topics related to immunotherapy, treatment strategies, and patient outcomes. Dr. Bader's research not only advances medical knowledge but also contributes to improving the lives of young patients facing serious medical challenges. With his extensive experience, impressive publication record, and dedication to his field, Prof. Dr. med. Peter Bader stands out as an outstanding doctor in the field of pediatric immunology and stem cell transplantation. His expertise and commitment to research make him a valuable asset to the medical community and a trustworthy healthcare professional for patients in need."
University Hospital Frankfurt am Main,Otolaryngology,Prof. Dr. med. Timo Stover,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Timo Stover is a highly experienced doctor with 29 years of experience in the field of otolaryngology (ear, nose, and throat). He currently works at the Department of Otolaryngology at the University Hospital Frankfurt am Main of Goethe-University in Germany. Dr. Stover has an impressive CV with various qualifications and achievements. He holds a degree as a specialized physician for otolaryngology and has completed additional courses in temporal bone dissection, radiation safety orientation, and genetic safety training. Throughout his career, Dr. Stover has held positions as an assistant doctor, senior physician, and leading senior physician at the Medical University of Hannover. He has been recognized for his expertise in sinus surgeries and hearing disorders and has been listed in the FOCUS physician TOP lists in these areas. Dr. Stover's dedication to his field is evident in his extensive scientific publications, counting 343. His research focuses on various aspects of otolaryngology, including cochlear implants, radiological assessments, and the impact of the SARS-CoV-2 pandemic on otorhinolaryngology university hospitals. His contributions to the field make him a highly respected and knowledgeable doctor. Overall, Prof. Dr. med. Timo Stover is a skilled otolaryngologist with a wealth of experience and a strong commitment to providing excellent medical care to his patients."
University Hospital Frankfurt am Main,"Orthopedics, hand surgery",Prof. Dr. med. Ingo Marzi,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Ingo Marzi is a highly skilled and experienced orthopaedic and trauma surgeon practicing at the Department of orthopedic, accident, hand and reconstructive surgery at University Hospital Frankfurt am Main of Goethe-University in Germany. With over 40 years of experience, Prof. Marzi is known for his extensive knowledge and expertise in the field. Prof. Marzi's career highlights include serving as the President of the German Society for Trauma Surgery and the German Society for Orthopedics and Trauma Surgery. He has also held positions as the President of the European Society for Trauma & Emergency Surgery and the President of the European Shock Society. These leadership roles demonstrate his recognition and respect from the medical community. In addition to his clinical work, Prof. Marzi has contributed significantly to the field through his extensive scientific research. He has published an impressive 981 scientific publications focusing on various topics such as traumatic injuries, minimally invasive surgeries, and optimizing image quality and radiation dose. His research contributions have improved patient outcomes and advanced medical knowledge. Prof. Dr. med. Ingo Marzi's extensive experience, leadership positions, and numerous scientific publications make him a highly reputable and skilled orthopaedic and trauma surgeon. His dedication to his field and commitment to advancing medical knowledge and patient care undoubtedly make him a valuable asset to the medical community."
University Hospital Frankfurt am Main,Orthopedics,Prof. Dr. med. Andrea Meurer,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. Andrea Meurer is an experienced orthopedic specialist with 31 years of experience in the field. She is currently working at the Department of Orthopedics at University Hospital Frankfurt am Main of Goethe-University in Germany. Her impressive career includes numerous achievements and recognitions, such as being the President of the German Society for Orthopedics and Orthopedic Surgery in 2017. Prof. Meurer's expertise lies in orthopedics, trauma surgery, and osteology. She has published 218 scientific publications, demonstrating her dedication to research and advancement in her field. Her research focuses on various areas, including the characterization of postural sway in women with osteoporosis and the influence of implantation of a total hip endoprosthesis on leg alignment. What sets Prof. Meurer apart is her commitment to staying updated with the latest developments in orthopedics. She has additional qualifications in rheumatology, pediatric orthopedics, special orthopedic surgery, and osteology. Her vast knowledge and skills make her well-equipped to provide excellent care. Overall, Prof. Dr. med. Andrea Meurer is a highly respected and accomplished orthopedic specialist. Her extensive experience, impressive research background, and dedication to staying at the forefront of her field make her an excellent choice for anyone seeking orthopedic care in Germany."
University Hospital Frankfurt am Main,"Oral, maxillofacial, plastic surgery",Prof. Dr. med. dent. habil. Robert Sader,https://airomedical.com/_next/image?url=https%3A%2F%2Fstorage.airomedical.com%2Fimages%2Fdoctors%2F4%2Fcl0r0ghmp00050js6cea6bzhl.jpg&w=100&q=100,"Prof. Dr. med. dent. habil. Robert Sader is a highly accomplished dental and oral surgeon based in Frankfurt, Germany. With 36 years of experience, he has established himself as an expert in the field of oral and maxillofacial surgery, facial plastic and reconstructive surgery, and dentistry. Currently working at the University Hospital Frankfurt am Main of Goethe-University, Prof. Dr. Sader is the Medical Director and Managing Director of the Dental University Institute Carolinum. He is also the President of the Dental Association of Frankfurt and the German Society for Aesthetic Dentistry. Prof. Dr. Sader's impressive career includes extensive education and training at prestigious institutions such as the Heinrich Heine University, the University of Vienna, the University of Bonn, and the University of Cologne. He has been recognized for his outstanding contributions to the field, earning appointments as the Dean of Studies Clinic in the medical faculty of the Johann Wolfgang Goethe University Frankfurt am Main and a C4 professorship at the Department of oral and maxillofacial plastic surgery at University Hospitals Frankfurt am Main of Goethe-University. In addition to his clinical work, Prof. Dr. Sader is a prolific researcher with 17 scientific publications to his name. His research focuses on various aspects of oral and maxillofacial surgery, and he has made significant contributions to the field through his studies on topics such as three-dimensional facial surface assessment and computer-aided surgical reconstruction. This dedication to research further enhances his expertise and ensures that his patients receive the most advanced and effective treatments available. Prof. Dr. Sader's commitment to excellence and his impressive achievements make him a highly respected and sought-after professional in his field."
